B,pet_name,pet_type,breed,age,weight,color,birth_date,owner_name,owner_email,owner_address,owner_city,owner_state,owner_country,owner_postal_code,vaccinated,neutered,microchip_id,vet_name,vet_phone,groomer_name,groomer_phone,food_brand,food_quantity,food_frequency,exercise_duration,exercise_frequency,sleep_duration,temperament,favorite_toy,favorite_treat,grooming_needs
291,Melli,cat,Holland Lop,17,31.7,brown,3/8/2018,Melli Micheu,mbrantl82@hp.com,0 Annamark Junction,Kristianstad,Skåne,Sweden,291 41,true,true,1375330729,Melli Kennaird,861-591-0667,Melli Brantl,781-429-8000,Royal Canin,8.49,three times a day,73.9,weekly,20.4,shy,chew toy,dog biscuit,moderate
292,Chloe,rabbit,Siamese,2,8.1,white,5/11/2007,Chloe Knill,cneale83@amazon.co.jp,85446 Hanover Plaza,Marulanda,,Colombia,173007,false,true,8597623257,Chloe Blackeby,291-427-4275,Chloe Neale,167-895-4538,Hill's Science Diet,9.94,three times a day,76.2,daily,6.4,playful,laser pointer,bird seed,moderate
293,Bastien,cat,Labrador Retriever,14,66.3,brown,8/2/2017,Bastien Boutell,balcorn84@google.co.uk,0226 Annamark Lane,Larvik,Vestfold,Norway,3271,false,true,6480033238,Bastien McGall,730-940-7801,Bastien Alcorn,318-988-3397,Royal Canin,3.42,once a day,77.8,weekly,13.8,playful,feather wand,catnip,low
294,Erminie,rabbit,Parakeet,19,67.6,orange,1/23/2014,Erminie Craythorn,eockenden85@unblog.fr,1 Dovetail Way,Popasna,,Ukraine,,true,false,4711835642,Erminie Conechie,695-399-2485,Erminie Ockenden,947-815-7029,Blue Buffalo,4.84,once a day,18,weekly,22,calm,chew toy,bird seed,high
295,Tamqrah,bird,Goldfish,2,74.5,black,4/21/2006,Tamqrah Glenfield,tlinskey86@foxnews.com,4 Northview Pass,Piasek,,Poland,43-211,true,true,1175339777,Tamqrah Halsworth,302-778-6898,Tamqrah Linskey,556-138-2227,Royal Canin,9.49,once a day,49.1,3 times a week,20.8,shy,laser pointer,dog biscuit,high
296,Fidela,cat,Siamese,14,50.2,brown,4/19/2014,Fidela Ambrogio,flambol87@jugem.jp,6 Portage Terrace,Vallentuna,Stockholm,Sweden,186 96,true,true,9647453150,Fidela Pickavance,786-808-7201,Fidela Lambol,782-447-1572,Blue Buffalo,2.31,once a day,118.3,weekly,14.7,calm,ball,dog biscuit,high
297,Merrily,fish,Goldfish,1,17.5,orange,4/16/2009,Merrily Wagenen,mguillet88@furl.net,9798 Schiller Lane,Tapas,,Philippines,5814,true,false,3207297231,Merrily McKinney,278-598-6639,Merrily Guillet,181-805-9722,Blue Buffalo,8.15,three times a day,49.3,3 times a week,4.5,friendly,feather wand,dog biscuit,high
298,Trisha,dog,Parakeet,4,8.9,white,9/30/2006,Trisha Rudeyeard,tfrankis89@newsvine.com,2501 Oriole Plaza,Kezilei,,China,,true,true,1559609637,Trisha Ayerst,420-921-2078,Trisha Frankis,194-925-7378,Iams,2.32,once a day,92.4,weekly,13.1,friendly,stuffed animal,dog biscuit,moderate
299,Windham,rabbit,Siamese,2,87,gray,2/12/2016,Windham Scotchmor,wmcamish8a@yahoo.co.jp,09624 Linden Pass,Longmen,,China,,true,true,8976745074,Windham Pauling,671-202-4652,Windham McAmish,661-123-7271,Royal Canin,1.6,three times a day,42.6,3 times a week,15.7,playful,stuffed animal,fish flakes,low
300,Gene,dog,Parakeet,6,89.2,gray,9/3/2013,Gene Haggata,gbarwise8b@stanford.edu,66311 West Court,Chimoio,,Mozambique,,false,false,4447526536,Gene Verrick,275-745-1529,Gene Barwise,201-513-3646,Blue Buffalo,7.56,once a day,98.5,3 times a week,12.3,calm,stuffed animal,catnip,low
301,Giulietta,bird,Goldfish,5,40.8,gray,6/1/2009,Giulietta Sever,gwastie8c@live.com,24 Sutteridge Center,Río Bueno,,Chile,,false,true,7205647641,Giulietta Chapier,546-262-8174,Giulietta Wastie,964-342-1365,Iams,7.76,three times a day,88.4,daily,7.4,calm,laser pointer,carrot,low
302,Anastassia,cat,Parakeet,5,12.4,gray,3/31/2004,Anastassia Slaney,acleworth8d@cdc.gov,5 Summerview Way,Tabaquite,,Trinidad and Tobago,,false,false,7856872935,Anastassia French,204-583-1332,Anastassia Cleworth,401-710-9428,Purina,2.95,once a day,104.6,3 times a week,5.7,calm,ball,bird seed,moderate
303,Debera,rabbit,Siamese,9,39.9,gray,12/2/2001,Debera McNaught,dle8e@gravatar.com,541 Mallory Point,Balekersukamaju,,Indonesia,,true,false,6009500024,Debera Knowlys,166-538-0435,Debera Le Pruvost,876-866-9722,Hill's Science Diet,4.21,three times a day,30.2,weekly,1.4,calm,laser pointer,dog biscuit,moderate
304,Gabriello,cat,Labrador Retriever,3,97.3,gray,6/19/2013,Gabriello Normavell,graye8f@sourceforge.net,8177 Hudson Road,Mardakyany,,Azerbaijan,,false,false,9806176828,Gabriello Tapscott,861-433-8921,Gabriello Raye,199-956-8458,Purina,0,once a day,30.2,3 times a week,9.4,energetic,stuffed animal,fish flakes,low
305,Reamonn,fish,Goldfish,10,8.4,brown,3/19/2004,Reamonn Cheng,rdryburgh8g@netvibes.com,2264 Redwing Point,Zhongmen,,China,,false,false,5359412568,Reamonn Jaouen,786-765-5097,Reamonn Dryburgh,325-933-4295,Iams,4.38,twice a day,88.8,3 times a week,10.7,friendly,ball,catnip,high
306,Lenka,dog,Holland Lop,3,90.2,orange,6/23/2021,Lenka Hunnisett,lclunie8h@wordpress.org,68 Barnett Way,Salamwates,,Indonesia,,false,true,7432098007,Lenka Fideler,985-879-3449,Lenka Clunie,395-957-8254,Royal Canin,0.08,twice a day,29.5,daily,9.6,shy,stuffed animal,catnip,low
307,Elita,dog,Holland Lop,14,56.8,white,7/12/2022,Elita Pynner,eminchinton8i@gizmodo.com,66 Heath Street,Thị Trấn Cẩm Thủy,,Vietnam,,false,false,6398552711,Elita Benyon,187-913-0323,Elita Minchinton,161-871-4434,Hill's Science Diet,1.84,once a day,70.2,daily,2.2,shy,stuffed animal,carrot,low
308,Marv,dog,Goldfish,10,93,gray,11/8/2006,Marv Bohje,mbeange8j@altervista.org,36 Mosinee Terrace,Liloy,,Philippines,7115,true,true,5828369897,Marv Diamant,837-718-1815,Marv Beange,417-497-1704,Blue Buffalo,6.21,three times a day,78.8,3 times a week,16.6,playful,laser pointer,fish flakes,moderate
309,Anabelle,bird,Goldfish,11,87.4,black,9/25/2000,Anabelle Parkman,abranscombe8k@moonfruit.com,8310 Kim Terrace,Bousso,,Chad,,true,true,5775949414,Anabelle Clemmett,952-129-1032,Anabelle Branscombe,229-905-8284,Blue Buffalo,5.08,once a day,96.5,daily,20.4,energetic,chew toy,carrot,high
310,Ethyl,rabbit,Siamese,16,70.2,brown,3/17/2021,Ethyl Withers,epietruszka8l@lycos.com,5059 Blaine Avenue,Pangani,,Tanzania,,false,true,4865189803,Ethyl Liell,360-497-4008,Ethyl Pietruszka,732-976-9181,Iams,5.98,once a day,3.3,3 times a week,15.6,shy,stuffed animal,catnip,low
311,Kimbra,fish,Labrador Retriever,17,15.6,gray,11/13/2018,Kimbra MacDuff,kglasspool8m@nasa.gov,24 Anthes Center,Los Cedrales,,Paraguay,,false,true,8723176519,Kimbra O'Geaney,360-710-3916,Kimbra Glasspool,562-192-4423,Iams,2.05,twice a day,94.4,daily,7.9,energetic,ball,carrot,moderate
312,Sherry,fish,Holland Lop,8,68.3,brown,4/13/2009,Sherry Abelevitz,sshapcote8n@purevolume.com,4125 Scofield Crossing,Zambujeira do Mar,Beja,Portugal,7630-765,false,false,2457603335,Sherry Whatling,237-596-0793,Sherry Shapcote,640-469-6429,Hill's Science Diet,3.4,twice a day,95.7,daily,17.9,playful,laser pointer,catnip,moderate
313,Hyacintha,bird,Labrador Retriever,14,12.3,brown,9/24/2001,Hyacintha Smuth,hwyldbore8o@lulu.com,4 Declaration Plaza,Dinaig,,Philippines,8310,true,true,1184809421,Hyacintha Tomet,966-617-0283,Hyacintha Wyldbore,993-430-8734,Iams,0.83,twice a day,18.9,weekly,2.7,friendly,laser pointer,fish flakes,low
314,Jeremy,dog,Parakeet,4,85.1,black,12/9/2017,Jeremy Huller,jocalleran8p@weebly.com,1 Porter Way,Sorang,,Kazakhstan,,true,true,7091014289,Jeremy Bowyer,641-140-9189,Jeremy O'Calleran,177-889-8315,Iams,8.8,three times a day,78.6,3 times a week,22.6,shy,feather wand,dog biscuit,low
315,Granger,bird,Parakeet,8,32.4,black,7/15/2021,Granger Messitt,gdregan8q@loc.gov,39 Warner Court,Camargo,,Bolivia,,false,true,8448617104,Granger Iacomini,365-918-0491,Granger Dregan,441-795-9837,Blue Buffalo,0.6,twice a day,26.2,3 times a week,7.1,playful,feather wand,carrot,moderate
316,Karlee,bird,Goldfish,14,92.4,black,5/14/2009,Karlee Olivia,khalpine8r@dagondesign.com,5522 Boyd Lane,Xigou,,China,,false,true,3992638503,Karlee Paskell,135-118-2116,Karlee Halpine,629-180-0696,Blue Buffalo,9.38,three times a day,93.1,3 times a week,16.6,playful,chew toy,dog biscuit,moderate
317,Truman,dog,Siamese,13,48.2,black,6/23/2001,Truman McEwan,thessel8s@biblegateway.com,13786 Laurel Pass,Independencia,Coahuila De Zaragoza,Mexico,26830,true,false,7442086965,Truman Cribbott,668-455-7284,Truman Hessel,395-750-9234,Blue Buffalo,7.14,once a day,98.2,3 times a week,22.4,shy,chew toy,fish flakes,moderate
318,Sidonia,bird,Parakeet,13,68.4,black,8/9/2018,Sidonia Rist,seagling8t@intel.com,605 Monument Plaza,Yangjia,,China,,false,false,2539370173,Sidonia Tolossi,909-195-3200,Sidonia Eagling,959-480-4082,Purina,3.15,three times a day,116.9,daily,16.8,friendly,stuffed animal,catnip,low
319,Shelia,cat,Holland Lop,0,63.7,white,11/27/2014,Shelia Tellesson,scristofvao8u@histats.com,8430 Golden Leaf Lane,Samho-rodongjagu,,North Korea,,true,true,8600055424,Shelia Kirkham,764-792-4391,Shelia Cristofvao,329-205-8478,Iams,3.11,three times a day,88.5,daily,7.4,calm,chew toy,bird seed,high
320,Nerty,rabbit,Holland Lop,0,34.2,brown,11/15/2021,Nerty Esler,nangless8v@mtv.com,7336 Leroy Place,Kalanchak,,Ukraine,,false,false,4396492377,Nerty Sewley,856-624-5702,Nerty Angless,610-394-4697,Royal Canin,2.26,three times a day,23.7,3 times a week,22.9,shy,feather wand,bird seed,high
321,Phebe,fish,Goldfish,1,89.6,orange,2/1/2014,Phebe McKissack,pconerding8w@umn.edu,017 Grover Pass,Geta,,Aland Islands,22340,false,true,1257190916,Phebe Peedell,902-739-5899,Phebe Conerding,497-667-0494,Blue Buffalo,2.34,twice a day,52.5,3 times a week,23.2,shy,laser pointer,catnip,moderate
322,Caleb,fish,Parakeet,7,55.5,brown,9/9/2006,Caleb Bailie,cmacgorrie8x@nyu.edu,780 Elka Pass,Bileća,,Bosnia and Herzegovina,,true,true,9375086350,Caleb Benam,898-762-8433,Caleb MacGorrie,204-238-0883,Hill's Science Diet,7.52,twice a day,0.5,weekly,22,shy,stuffed animal,dog biscuit,low
323,Mata,fish,Goldfish,4,51.3,brown,10/19/2006,Mata Seller,mbaldoni8y@eepurl.com,07 Straubel Junction,Dolany,,Czech Republic,783 16,true,true,4714287900,Mata Truman,627-397-9156,Mata Baldoni,798-519-1879,Royal Canin,3.1,once a day,80.3,daily,18.2,calm,ball,catnip,moderate
324,Carolann,bird,Siamese,15,43.7,white,3/1/2019,Carolann Domico,ctong8z@yolasite.com,6651 Warrior Street,Jabłonka,,Poland,34-480,true,false,2178960195,Carolann Keeler,438-287-1612,Carolann Tong,565-520-9004,Purina,7.68,once a day,38.6,3 times a week,1.2,shy,ball,bird seed,low
325,Augustin,dog,Labrador Retriever,4,52.1,white,9/27/2019,Augustin Hitzke,aalesio90@storify.com,32 Beilfuss Plaza,Zuhu,,China,,true,false,7112500033,Augustin Yarker,342-819-9974,Augustin Alesio,625-997-7991,Hill's Science Diet,6.83,once a day,6.4,3 times a week,11.4,energetic,feather wand,catnip,moderate
326,Guss,rabbit,Parakeet,9,56,brown,7/8/2010,Guss Frantzeni,gglisane91@go.com,70 Miller Street,Denver,Colorado,United States,80262,false,true,5796252509,Guss Cheers,303-527-1568,Guss Glisane,638-634-6182,Royal Canin,9.5,once a day,33.4,weekly,9.9,calm,chew toy,bird seed,low
327,Calida,rabbit,Parakeet,0,62.9,orange,1/8/2019,Calida Berfoot,cmccarter92@amazonaws.com,73 Raven Junction,Itatinga,,Brazil,18690-000,false,false,2241497299,Calida Batteson,992-608-2007,Calida McCarter,363-187-6474,Blue Buffalo,7.66,twice a day,111.9,weekly,12.8,friendly,ball,carrot,low
328,Gordan,fish,Labrador Retriever,13,69.9,white,10/4/2000,Gordan Tuison,gbacon93@google.co.uk,8304 Melody Crossing,Mentaras,,Indonesia,,false,false,9220447391,Gordan Meace,585-542-4189,Gordan Bacon,582-298-7267,Iams,4.03,twice a day,32.6,weekly,17.8,shy,ball,catnip,moderate
329,Rozalie,bird,Goldfish,19,64.8,gray,12/30/2000,Rozalie Trask,rhallford94@delicious.com,3548 Russell Drive,Seattle,Washington,United States,98195,false,false,7355878435,Rozalie Moffett,206-822-4222,Rozalie Hallford,950-954-2297,Purina,9.09,twice a day,115.4,daily,11.3,shy,feather wand,carrot,moderate
330,Dex,bird,Parakeet,20,4.9,orange,2/3/2000,Dex Jirousek,dboulsher95@twitter.com,114 Melrose Pass,Tønsberg,Vestfold,Norway,3119,true,true,8114323896,Dex Danovich,146-943-2927,Dex Boulsher,740-809-3170,Hill's Science Diet,8.89,three times a day,8.2,daily,11.6,shy,chew toy,catnip,low
331,Orville,cat,Goldfish,16,99,orange,1/13/2009,Orville Sussex,okuschek96@myspace.com,7507 Stuart Terrace,Psáry,,Czech Republic,252 44,true,false,6817432109,Orville Drewes,127-718-5499,Orville Kuschek,917-298-2755,Hill's Science Diet,5.4,three times a day,42.3,weekly,18.8,playful,stuffed animal,dog biscuit,low
332,Ivar,fish,Goldfish,3,98.6,orange,5/24/2012,Ivar Sones,ibellows97@smh.com.au,4 Hovde Court,Kristiansund N,More og Romdal,Norway,6517,true,true,7715233001,Ivar Gunda,979-960-8001,Ivar Bellows,267-686-7342,Iams,7.58,once a day,44.1,weekly,20.5,shy,feather wand,catnip,moderate
333,Natividad,cat,Labrador Retriever,16,58,white,8/6/2017,Natividad Sussams,nmurphy98@pinterest.com,4301 Vahlen Avenue,Tangnanzhen,,China,,true,true,9742592185,Natividad Allum,773-878-6326,Natividad Murphy,308-416-3954,Iams,1.8,twice a day,114.5,weekly,6.6,playful,chew toy,carrot,high
334,Lurette,fish,Labrador Retriever,6,74.9,brown,9/25/2004,Lurette Gowdy,lmaclennan99@nbcnews.com,110 Troy Center,Jacutinga,,Brazil,99730-000,true,false,3353621398,Lurette Rolfs,816-693-0856,Lurette MacLennan,748-326-9339,Royal Canin,9.04,twice a day,9.2,daily,4.9,energetic,feather wand,carrot,moderate
335,Flory,cat,Goldfish,19,5.3,black,7/19/2003,Flory Drable,fbedder9a@dell.com,536 Muir Circle,Sidzina,,Poland,34-236,false,false,6198875319,Flory Freebury,343-729-6036,Flory Bedder,597-377-3204,Hill's Science Diet,9.12,three times a day,88.8,daily,9,friendly,feather wand,carrot,high
336,Enos,dog,Siamese,7,21.4,white,10/3/2015,Enos Broe,echoules9b@mail.ru,876 Village Green Place,Rochester,New York,United States,14604,true,false,8626986810,Enos De Mico,585-148-9376,Enos Choules,679-905-9772,Blue Buffalo,7.29,once a day,32.2,daily,15.3,playful,feather wand,dog biscuit,high
337,Natividad,fish,Holland Lop,15,73,orange,1/9/2002,Natividad Shervil,nmidson9c@mail.ru,6 Bobwhite Street,Salavat,,Russia,453259,false,false,4553652769,Natividad Dugget,230-495-2831,Natividad Midson,979-518-5959,Iams,5.66,three times a day,81.3,weekly,12.4,energetic,chew toy,dog biscuit,moderate
338,Phillipe,cat,Holland Lop,18,81.5,white,10/29/2018,Phillipe Skidmore,pmacginlay9d@opensource.org,59 Dovetail Hill,Sysert’,,Russia,624082,false,false,4432841432,Phillipe Birmingham,410-666-1440,Phillipe MacGinlay,514-514-5653,Hill's Science Diet,3.96,twice a day,5.6,3 times a week,23.3,calm,stuffed animal,bird seed,high
339,Purcell,dog,Parakeet,12,90.4,gray,10/14/2022,Purcell Beachem,ptreher9e@arizona.edu,5055 Pierstorff Road,Lanxi,,China,,false,false,1651887263,Purcell Beavors,463-882-2606,Purcell Treher,309-997-9744,Blue Buffalo,8.9,three times a day,75.6,daily,7.4,friendly,stuffed animal,bird seed,low
340,Freeland,dog,Holland Lop,6,67.7,gray,12/22/2011,Freeland Easom,fallkins9f@wordpress.com,2772 Vermont Park,Kalapanunggal,,Indonesia,,false,true,2434157877,Freeland Percifull,328-722-2798,Freeland Allkins,995-515-9654,Hill's Science Diet,6.09,three times a day,47.5,daily,20.3,energetic,stuffed animal,carrot,high
341,Adrian,cat,Holland Lop,13,93.1,orange,9/24/2022,Adrian Hedan,amicklewicz9g@yahoo.com,23 Bunker Hill Lane,Kaset Sombun,,Thailand,36120,true,true,9385549203,Adrian Diss,858-281-5483,Adrian Micklewicz,665-499-8330,Blue Buffalo,7.37,twice a day,92.9,daily,19.9,playful,laser pointer,catnip,moderate
342,Martynne,cat,Labrador Retriever,13,25.5,brown,2/22/2017,Martynne Barrett,mhullin9h@intel.com,18448 Elgar Avenue,Stockholm,Stockholm,Sweden,111 61,true,false,7109655900,Martynne Minney,270-841-3315,Martynne Hullin,127-875-9315,Royal Canin,4.27,once a day,115.6,weekly,17.4,energetic,chew toy,catnip,high
343,Sibel,cat,Holland Lop,2,94.3,black,5/16/2000,Sibel Jzhakov,smcquarrie9i@desdev.cn,224 Talisman Parkway,Tsotsin-Yurt,,Russia,368033,true,true,8629777808,Sibel Clausen-Thue,562-572-0919,Sibel McQuarrie,576-693-6455,Hill's Science Diet,8.82,three times a day,12.2,weekly,6.5,friendly,stuffed animal,catnip,moderate
344,Kassie,fish,Holland Lop,3,76.9,brown,7/9/2000,Kassie Terbrug,kdurston9j@engadget.com,9 Anniversary Terrace,Ushuaia,,Argentina,9410,true,false,5944962964,Kassie Hance,851-846-6362,Kassie Durston,439-460-8174,Royal Canin,0.81,three times a day,89.2,3 times a week,22.2,shy,stuffed animal,bird seed,moderate
345,Faulkner,bird,Siamese,9,87.7,orange,3/7/2022,Faulkner Such,fdevas9k@forbes.com,22554 Susan Street,Phonsavan,,Laos,,true,false,2839269432,Faulkner Brumen,445-203-9237,Faulkner Devas,740-668-5169,Royal Canin,8.05,twice a day,98.3,weekly,20.7,friendly,ball,fish flakes,high
346,Theo,rabbit,Siamese,9,43.7,orange,1/31/2000,Theo Madle,tchalcot9l@storify.com,91135 Crowley Plaza,Gävle,Gävleborg,Sweden,806 31,false,true,6212000858,Theo Breward,294-750-7985,Theo Chalcot,772-186-4380,Hill's Science Diet,5.86,once a day,27.8,weekly,13.4,energetic,ball,fish flakes,high
347,Robby,dog,Labrador Retriever,5,44.5,white,11/22/2017,Robby Wignall,rantonias9m@google.co.uk,3922 Orin Road,Mingzhong,,China,,true,false,1619550190,Robby Bonnett,551-118-2644,Robby Antonias,883-493-9398,Blue Buffalo,1.42,once a day,61.6,weekly,5.1,playful,stuffed animal,bird seed,low
348,Rich,bird,Labrador Retriever,18,28.8,brown,12/6/2012,Rich Grassett,rnowakowski9n@hostgator.com,130 Carpenter Alley,Lebane,,Serbia,,true,false,2157678526,Rich Parcall,593-233-2391,Rich Nowakowski,339-609-1391,Hill's Science Diet,3.04,twice a day,16.7,3 times a week,7.5,friendly,chew toy,catnip,low
349,Cleo,fish,Parakeet,13,27.3,orange,12/10/2017,Cleo Renol,cneubigin9o@unc.edu,1 Daystar Pass,Xiatuanpu,,China,,false,true,2424610987,Cleo Fust,380-754-3128,Cleo Neubigin,431-543-0018,Blue Buffalo,7.86,once a day,98.2,weekly,22,energetic,feather wand,carrot,low
350,Fleur,dog,Goldfish,3,42.9,gray,7/11/2018,Fleur Medcalf,fbermingham9p@themeforest.net,077 Logan Place,Baisha,,China,,true,false,7618305121,Fleur Downe,806-905-8242,Fleur Bermingham,332-422-9511,Hill's Science Diet,4.2,three times a day,93.2,3 times a week,5.9,calm,laser pointer,fish flakes,high
351,Sissie,dog,Parakeet,3,73.2,black,3/18/2020,Sissie Heugel,strangmar9q@fda.gov,45863 Arizona Circle,Guder,,Ethiopia,,false,true,2729319540,Sissie Schoales,987-244-3407,Sissie Trangmar,130-941-1121,Blue Buffalo,1.72,three times a day,22,weekly,8.6,shy,feather wand,catnip,low
352,Selinda,rabbit,Parakeet,0,57,white,9/15/2006,Selinda Otter,sgylle9r@thetimes.co.uk,503 Petterle Road,Pukë,,Albania,,false,true,4953981598,Selinda Belvin,535-968-9388,Selinda Gylle,347-549-0538,Blue Buffalo,0.38,twice a day,33.5,daily,20.8,playful,stuffed animal,carrot,low
353,Jen,dog,Goldfish,15,25.5,gray,6/19/2009,Jen Oakenfall,jcluatt9s@yelp.com,448 Hoffman Trail,Xunjian,,China,,true,true,4558379745,Jen Campos,764-501-6788,Jen Cluatt,528-556-2558,Purina,0.11,three times a day,48.6,weekly,18.1,energetic,feather wand,bird seed,high
354,Marthe,bird,Goldfish,11,89.1,black,9/24/2003,Marthe Ruperti,mfosher9t@redcross.org,6963 Hansons Center,Yeoju,,South Korea,,false,false,8552736814,Marthe Scotter,525-476-5459,Marthe Fosher,160-468-0851,Hill's Science Diet,0.11,once a day,105.5,daily,16.7,shy,stuffed animal,carrot,high
355,Ellswerth,bird,Siamese,12,68.2,gray,4/14/2014,Ellswerth Orbell,eyele9u@google.it,5 International Drive,Agua Fría,,Honduras,,true,true,7008117300,Ellswerth Trodler,694-135-6500,Ellswerth Yele,667-598-9493,Purina,0.85,once a day,67.9,daily,22.7,calm,laser pointer,fish flakes,low
356,Katina,bird,Parakeet,13,29.1,orange,2/25/2016,Katina Schankel,kcohalan9v@canalblog.com,12641 Westerfield Crossing,Kajansi,,Uganda,,true,false,5584011167,Katina Linzey,324-992-1665,Katina Cohalan,615-392-4914,Purina,4.82,three times a day,105.2,daily,5.5,playful,ball,fish flakes,high
357,Adoree,cat,Holland Lop,2,16.2,orange,12/25/2016,Adoree McClaren,achurchouse9w@ed.gov,5 Spohn Parkway,Mwinilunga,,Zambia,,true,false,8858403419,Adoree Vasichev,583-852-7869,Adoree Churchouse,171-194-2476,Purina,5.01,once a day,87.7,daily,5.1,playful,stuffed animal,fish flakes,moderate
358,Kalle,cat,Parakeet,17,61,white,2/23/2018,Kalle Mourgue,kgerardi9x@columbia.edu,1 Lawn Park,Sasaguri,,Japan,811-2405,true,false,8112272755,Kalle Bevis,945-358-5959,Kalle Gerardi,882-767-4643,Purina,3.43,once a day,81.1,weekly,21.4,calm,ball,catnip,high
359,Leanor,dog,Parakeet,3,2.8,brown,10/27/2005,Leanor Caton,lbrunone9y@mlb.com,34735 Di Loreto Alley,San Agustín,,Colombia,418077,false,false,9508314414,Leanor Bellini,616-741-2416,Leanor Brunone,204-245-7940,Purina,0.41,once a day,3,daily,2.3,shy,feather wand,dog biscuit,high
360,Bordie,dog,Siamese,9,99.3,black,5/30/2013,Bordie Birch,brosenstock9z@phoca.cz,68 Holmberg Park,Międzybrodzie Bialskie,,Poland,34-312,false,true,3758592732,Bordie Tillard,202-219-9414,Bordie Rosenstock,648-517-9973,Iams,5.75,three times a day,96.9,weekly,2.4,playful,feather wand,catnip,low
361,Karole,rabbit,Labrador Retriever,3,34.3,black,4/15/2011,Karole Merriott,koleka0@howstuffworks.com,21614 Birchwood Lane,Reckange-sur-Mess,,Luxembourg,L-4982,false,true,1632180747,Karole Sodor,746-250-1445,Karole Olek,891-785-5474,Royal Canin,8.19,three times a day,55.5,daily,21.8,shy,chew toy,fish flakes,high
362,Rickey,fish,Holland Lop,5,54.7,orange,6/14/2011,Rickey Faux,rskerratta1@ibm.com,853 Westerfield Street,São Gabriel,,Brazil,97300-000,true,false,9976281406,Rickey Heaviside,957-420-3660,Rickey Skerratt,641-337-1911,Hill's Science Diet,7.6,once a day,53.9,3 times a week,8.7,friendly,laser pointer,carrot,high
